Epoch,LLDLwoFW_valacc,DenseModel_valacc,LLDLwoFW_trainacc,DenseModel_trainacc
134,0.709999979,0.620000005,0.74555558,0.670000017
135,0.74000001,0.620000005,0.75,0.681111097
136,0.629999995,0.670000017,0.736666679,0.683333337
137,0.720000029,0.600000024,0.73777777,0.678888917
138,0.709999979,0.600000024,0.733333349,0.676666677
139,0.629999995,0.629999995,0.728888869,0.681111097
140,0.689999998,0.629999995,0.75,0.670000017
141,0.699999988,0.620000005,0.75,0.675555527
142,0.720000029,0.639999986,0.75,0.684444427
143,0.680000007,0.610000014,0.75444442,0.685555577
144,0.660000026,0.649999976,0.75666666,0.687777758
145,0.689999998,0.610000014,0.731111109,0.689999998
146,0.649999976,0.579999983,0.74666667,0.684444427
147,0.720000029,0.600000024,0.74777776,0.688888907
148,0.699999988,0.610000014,0.728888869,0.678888917
149,0.709999979,0.610000014,0.7411111,0.680000007
150,0.720000029,0.579999983,0.75111109,0.681111097
151,0.699999988,0.639999986,0.75777775,0.661111116
152,0.709999979,0.610000014,0.763333321,0.697777748
153,0.709999979,0.610000014,0.74888891,0.694444418
154,0.689999998,0.629999995,0.768888891,0.701111138
155,0.680000007,0.620000005,0.76222223,0.698888898
156,0.720000029,0.589999974,0.74888891,0.702222228
157,0.75,0.610000014,0.74333334,0.706666648
158,0.699999988,0.639999986,0.765555561,0.692222238
159,0.670000017,0.629999995,0.777777791,0.698888898
160,0.730000019,0.660000026,0.763333321,0.687777758
161,0.699999988,0.600000024,0.74666667,0.691111088
162,0.730000019,0.639999986,0.75555557,0.691111088
163,0.730000019,0.610000014,0.763333321,0.677777767
164,0.75,0.639999986,0.75,0.701111138
165,0.709999979,0.629999995,0.769999981,0.711111128
166,0.730000019,0.540000021,0.775555551,0.704444468
167,0.699999988,0.629999995,0.766666651,0.703333318
168,0.689999998,0.660000026,0.778888881,0.712222219
169,0.689999998,0.629999995,0.777777791,0.698888898
170,0.730000019,0.639999986,0.775555551,0.711111128
171,0.74000001,0.620000005,0.776666641,0.703333318
172,0.720000029,0.639999986,0.779999971,0.702222228
173,0.720000029,0.680000007,0.769999981,0.701111138
174,0.74000001,0.620000005,0.75444442,0.698888898
175,0.75999999,0.620000005,0.774444461,0.708888888
176,0.670000017,0.600000024,0.782222211,0.715555549
177,0.709999979,0.589999974,0.776666641,0.689999998
178,0.709999979,0.620000005,0.763333321,0.707777798
179,0.699999988,0.629999995,0.771111131,0.714444458
180,0.680000007,0.629999995,0.779999971,0.707777798
181,0.730000019,0.629999995,0.768888891,0.718888879
182,0.75999999,0.589999974,0.776666641,0.701111138
183,0.75999999,0.639999986,0.777777791,0.703333318
184,0.720000029,0.600000024,0.76111114,0.720000029
185,0.730000019,0.600000024,0.768888891,0.718888879
186,0.75,0.600000024,0.777777791,0.713333309
187,0.730000019,0.670000017,0.7588889,0.728888869
188,0.769999981,0.600000024,0.776666641,0.717777789
189,0.75999999,0.610000014,0.777777791,0.731111109
190,0.769999981,0.620000005,0.768888891,0.711111128
191,0.74000001,0.639999986,0.797777772,0.73555553
192,0.709999979,0.629999995,0.777777791,0.724444449
193,0.720000029,0.680000007,0.778888881,0.736666679
194,0.689999998,0.689999998,0.782222211,0.720000029
195,0.699999988,0.660000026,0.784444451,0.714444458
196,0.74000001,0.610000014,0.767777801,0.715555549
197,0.74000001,0.620000005,0.782222211,0.73555553
198,0.699999988,0.629999995,0.767777801,0.726666689
199,0.730000019,0.649999976,0.787777781,0.728888869
200,0.730000019,0.620000005,0.776666641,0.728888869
201,0.720000029,0.660000026,0.769999981,0.716666639
202,0.730000019,0.639999986,0.781111121,0.728888869
203,0.75,0.639999986,0.778888881,0.74888891
204,0.75999999,0.620000005,0.792222202,0.74222225
205,0.720000029,0.620000005,0.787777781,0.73555553
206,0.699999988,0.639999986,0.788888872,0.720000029
207,0.769999981,0.610000014,0.776666641,0.733333349
208,0.720000029,0.610000014,0.794444442,0.732222199
209,0.730000019,0.639999986,0.795555532,0.733333349
210,0.730000019,0.639999986,0.796666682,0.73777777
211,0.769999981,0.680000007,0.791111112,0.75444442
212,0.74000001,0.649999976,0.785555542,0.75111109
213,0.730000019,0.660000026,0.773333311,0.74666667
214,0.730000019,0.620000005,0.791111112,0.731111109
215,0.75,0.639999986,0.783333361,0.74444443
216,0.730000019,0.720000029,0.800000012,0.734444439
217,0.779999971,0.689999998,0.782222211,0.75555557
218,0.689999998,0.629999995,0.774444461,0.763333321
219,0.699999988,0.610000014,0.775555551,0.74777776
220,0.769999981,0.649999976,0.801111102,0.75
221,0.74000001,0.660000026,0.786666691,0.74777776
222,0.75,0.689999998,0.804444432,0.74333334
223,0.769999981,0.680000007,0.815555573,0.768888891
224,0.730000019,0.680000007,0.793333352,0.74333334
225,0.730000019,0.680000007,0.783333361,0.74444443
226,0.629999995,0.649999976,0.801111102,0.74222225
227,0.689999998,0.670000017,0.805555582,0.75111109
228,0.75,0.720000029,0.800000012,0.75999999
229,0.74000001,0.610000014,0.801111102,0.75777775
230,0.74000001,0.670000017,0.794444442,0.74888891
231,0.720000029,0.649999976,0.796666682,0.75111109
232,0.75,0.670000017,0.800000012,0.763333321
233,0.709999979,0.680000007,0.806666672,0.767777801
234,0.75,0.699999988,0.794444442,0.766666651
235,0.730000019,0.699999988,0.769999981,0.74555558
236,0.730000019,0.670000017,0.782222211,0.763333321
237,0.75,0.720000029,0.815555573,0.765555561
238,0.790000021,0.709999979,0.792222202,0.765555561
239,0.779999971,0.699999988,0.807777762,0.772222221
240,0.74000001,0.649999976,0.807777762,0.772222221
241,0.75,0.689999998,0.801111102,0.765555561
242,0.709999979,0.610000014,0.797777772,0.775555551
243,0.75,0.730000019,0.792222202,0.75555557
244,0.75,0.639999986,0.797777772,0.76222223
245,0.75999999,0.680000007,0.808888912,0.75777775
246,0.709999979,0.730000019,0.815555573,0.771111131
247,0.75,0.689999998,0.813333333,0.74777776
248,0.709999979,0.639999986,0.796666682,0.772222221
249,0.660000026,0.709999979,0.816666663,0.75111109
250,0.779999971,0.699999988,0.811111093,0.76444447
251,0.680000007,0.720000029,0.814444423,0.76222223
252,0.75,0.639999986,0.814444423,0.784444451
253,0.709999979,0.689999998,0.801111102,0.774444461
254,0.779999971,0.660000026,0.812222242,0.75777775
255,0.74000001,0.670000017,0.796666682,0.772222221
256,0.769999981,0.649999976,0.800000012,0.784444451
257,0.75,0.709999979,0.821111083,0.75444442
258,0.74000001,0.680000007,0.806666672,0.784444451
259,0.730000019,0.649999976,0.811111093,0.774444461
260,0.75999999,0.649999976,0.792222202,0.75777775
261,0.75999999,0.689999998,0.808888912,0.774444461
262,0.75999999,0.610000014,0.813333333,0.768888891
263,0.730000019,0.709999979,0.792222202,0.775555551
264,0.75,0.720000029,0.814444423,0.768888891
265,0.75,0.699999988,0.814444423,0.771111131
266,0.730000019,0.680000007,0.816666663,0.781111121
267,0.720000029,0.689999998,0.814444423,0.769999981
268,0.75,0.699999988,0.791111112,0.782222211
269,0.75,0.709999979,0.805555582,0.771111131
270,0.730000019,0.680000007,0.817777753,0.788888872
271,0.689999998,0.720000029,0.821111083,0.781111121
272,0.75,0.680000007,0.795555532,0.775555551
273,0.74000001,0.660000026,0.814444423,0.791111112
274,0.730000019,0.709999979,0.817777753,0.773333311
275,0.790000021,0.680000007,0.822222233,0.766666651
276,0.670000017,0.680000007,0.808888912,0.788888872
277,0.680000007,0.75999999,0.814444423,0.785555542
278,0.790000021,0.680000007,0.814444423,0.772222221
279,0.790000021,0.670000017,0.821111083,0.776666641
280,0.75999999,0.660000026,0.827777803,0.763333321
281,0.769999981,0.699999988,0.827777803,0.779999971
282,0.75999999,0.689999998,0.811111093,0.791111112
283,0.819999993,0.689999998,0.819999993,0.767777801
284,0.769999981,0.689999998,0.819999993,0.803333342
285,0.769999981,0.709999979,0.810000002,0.781111121
286,0.790000021,0.689999998,0.814444423,0.781111121
287,0.720000029,0.689999998,0.817777753,0.777777791
288,0.75999999,0.689999998,0.812222242,0.777777791
289,0.769999981,0.689999998,0.817777753,0.76444447
290,0.779999971,0.75999999,0.835555553,0.781111121
291,0.790000021,0.689999998,0.832222223,0.783333361
292,0.779999971,0.670000017,0.813333333,0.779999971
293,0.779999971,0.670000017,0.816666663,0.804444432
294,0.75,0.689999998,0.826666653,0.785555542
295,0.779999971,0.689999998,0.824444473,0.791111112
296,0.790000021,0.680000007,0.822222233,0.786666691
297,0.769999981,0.75,0.821111083,0.778888881
298,0.75,0.689999998,0.832222223,0.778888881
299,0.790000021,0.75999999,0.818888903,0.790000021
300,0.779999971,0.699999988,0.823333323,0.791111112
301,0.779999971,0.709999979,0.826666653,0.783333361
302,0.699999988,0.680000007,0.831111133,0.778888881
303,0.790000021,0.699999988,0.811111093,0.787777781
304,0.790000021,0.699999988,0.822222233,0.800000012
305,0.74000001,0.689999998,0.826666653,0.777777791
306,0.779999971,0.720000029,0.816666663,0.796666682
307,0.800000012,0.660000026,0.814444423,0.798888862
308,0.790000021,0.680000007,0.836666644,0.792222202
309,0.779999971,0.689999998,0.838888884,0.779999971
310,0.75999999,0.670000017,0.829999983,0.775555551
311,0.779999971,0.709999979,0.811111093,0.791111112
312,0.75999999,0.74000001,0.826666653,0.790000021
313,0.670000017,0.74000001,0.823333323,0.790000021
314,0.790000021,0.670000017,0.810000002,0.772222221
315,0.790000021,0.680000007,0.851111114,0.784444451
316,0.75999999,0.720000029,0.832222223,0.787777781
317,0.75999999,0.689999998,0.819999993,0.786666691
318,0.769999981,0.680000007,0.829999983,0.783333361
319,0.75,0.699999988,0.832222223,0.797777772
320,0.800000012,0.720000029,0.811111093,0.808888912
321,0.75999999,0.730000019,0.824444473,0.787777781
322,0.800000012,0.709999979,0.834444463,0.782222211
323,0.779999971,0.699999988,0.826666653,0.797777772
324,0.730000019,0.680000007,0.847777784,0.796666682
325,0.74000001,0.720000029,0.835555553,0.791111112
326,0.829999983,0.649999976,0.843333304,0.782222211
327,0.779999971,0.720000029,0.836666644,0.788888872
328,0.829999983,0.699999988,0.841111124,0.792222202
329,0.75999999,0.720000029,0.832222223,0.786666691
330,0.810000002,0.709999979,0.827777803,0.782222211
331,0.829999983,0.709999979,0.851111114,0.790000021
332,0.790000021,0.689999998,0.838888884,0.814444423
333,0.839999974,0.75,0.841111124,0.802222252
334,0.75,0.709999979,0.833333313,0.801111102
335,0.779999971,0.699999988,0.835555553,0.790000021
336,0.829999983,0.699999988,0.829999983,0.784444451
337,0.800000012,0.649999976,0.854444444,0.791111112
338,0.730000019,0.75999999,0.834444463,0.801111102
339,0.829999983,0.720000029,0.837777793,0.796666682
340,0.779999971,0.680000007,0.847777784,0.796666682
341,0.800000012,0.75,0.828888893,0.804444432
342,0.790000021,0.74000001,0.843333304,0.785555542
343,0.769999981,0.709999979,0.835555553,0.785555542
344,0.779999971,0.709999979,0.833333313,0.796666682
345,0.74000001,0.720000029,0.829999983,0.795555532
346,0.810000002,0.730000019,0.837777793,0.787777781
347,0.810000002,0.720000029,0.832222223,0.816666663
348,0.810000002,0.689999998,0.824444473,0.805555582
349,0.829999983,0.699999988,0.851111114,0.796666682
350,0.829999983,0.74000001,0.860000014,0.807777762
351,0.800000012,0.730000019,0.845555544,0.787777781
352,0.779999971,0.730000019,0.833333313,0.783333361
353,0.819999993,0.709999979,0.832222223,0.805555582
354,0.779999971,0.75,0.837777793,0.805555582
355,0.810000002,0.74000001,0.832222223,0.777777791
356,0.720000029,0.709999979,0.836666644,0.808888912
357,0.779999971,0.74000001,0.837777793,0.790000021
358,0.779999971,0.649999976,0.816666663,0.802222252
359,0.829999983,0.730000019,0.838888884,0.796666682
360,0.819999993,0.709999979,0.834444463,0.801111102
361,0.790000021,0.720000029,0.826666653,0.796666682
362,0.829999983,0.74000001,0.837777793,0.794444442
363,0.800000012,0.720000029,0.850000024,0.802222252
364,0.790000021,0.75,0.856666684,0.813333333
365,0.819999993,0.75,0.842222214,0.808888912
366,0.819999993,0.730000019,0.851111114,0.811111093
367,0.779999971,0.75,0.838888884,0.814444423
368,0.75999999,0.75,0.839999974,0.802222252
369,0.850000024,0.730000019,0.847777784,0.817777753
370,0.790000021,0.720000029,0.854444444,0.806666672
371,0.810000002,0.709999979,0.851111114,0.794444442
372,0.730000019,0.720000029,0.837777793,0.812222242
373,0.810000002,0.709999979,0.846666694,0.808888912
374,0.800000012,0.699999988,0.839999974,0.802222252
375,0.790000021,0.720000029,0.841111124,0.781111121
376,0.779999971,0.75999999,0.844444454,0.817777753
377,0.75,0.709999979,0.842222214,0.814444423
378,0.810000002,0.75,0.827777803,0.814444423
379,0.800000012,0.730000019,0.848888874,0.814444423
380,0.800000012,0.699999988,0.855555534,0.790000021
381,0.75999999,0.769999981,0.845555544,0.797777772
382,0.790000021,0.74000001,0.837777793,0.814444423
383,0.800000012,0.75999999,0.854444444,0.804444432
384,0.829999983,0.75999999,0.825555563,0.814444423
385,0.800000012,0.75,0.846666694,0.816666663
386,0.810000002,0.670000017,0.856666684,0.810000002
387,0.810000002,0.730000019,0.857777774,0.798888862
388,0.800000012,0.769999981,0.860000014,0.827777803
389,0.769999981,0.709999979,0.845555544,0.818888903
390,0.819999993,0.709999979,0.867777765,0.804444432
391,0.819999993,0.75999999,0.861111104,0.807777762
392,0.819999993,0.75999999,0.843333304,0.811111093
393,0.839999974,0.730000019,0.846666694,0.808888912
394,0.810000002,0.779999971,0.862222195,0.797777772
395,0.800000012,0.689999998,0.860000014,0.805555582
396,0.75,0.74000001,0.847777784,0.814444423
397,0.730000019,0.720000029,0.862222195,0.807777762
398,0.800000012,0.709999979,0.850000024,0.814444423
399,0.800000012,0.689999998,0.852222204,0.800000012
400,0.779999971,0.75999999,0.855555534,0.794444442
401,0.819999993,0.74000001,0.855555534,0.827777803
402,0.800000012,0.730000019,0.855555534,0.819999993
403,0.800000012,0.75999999,0.856666684,0.815555573
404,0.819999993,0.779999971,0.847777784,0.810000002
405,0.75999999,0.74000001,0.867777765,0.806666672
406,0.769999981,0.75,0.873333335,0.833333313
407,0.769999981,0.769999981,0.875555575,0.813333333
408,0.819999993,0.75,0.870000005,0.818888903
409,0.810000002,0.74000001,0.858888865,0.828888893
410,0.75999999,0.730000019,0.852222204,0.832222223
411,0.800000012,0.680000007,0.863333344,0.807777762
412,0.839999974,0.75999999,0.867777765,0.801111102
413,0.779999971,0.730000019,0.877777755,0.813333333
414,0.810000002,0.769999981,0.872222245,0.814444423
415,0.850000024,0.689999998,0.861111104,0.818888903
416,0.829999983,0.720000029,0.874444425,0.806666672
417,0.810000002,0.699999988,0.876666665,0.823333323
418,0.850000024,0.74000001,0.876666665,0.828888893
419,0.800000012,0.730000019,0.861111104,0.806666672
420,0.819999993,0.680000007,0.854444444,0.824444473
421,0.850000024,0.75999999,0.870000005,0.817777753
422,0.819999993,0.75,0.868888915,0.807777762
423,0.779999971,0.769999981,0.872222245,0.829999983
424,0.839999974,0.75,0.884444416,0.818888903
425,0.819999993,0.769999981,0.867777765,0.819999993
426,0.779999971,0.730000019,0.872222245,0.825555563
427,0.839999974,0.730000019,0.882222235,0.837777793
428,0.839999974,0.75,0.861111104,0.815555573
429,0.829999983,0.730000019,0.851111114,0.818888903
430,0.769999981,0.74000001,0.872222245,0.827777803
431,0.839999974,0.74000001,0.872222245,0.828888893
432,0.779999971,0.75,0.862222195,0.846666694
433,0.829999983,0.730000019,0.885555565,0.833333313
434,0.850000024,0.769999981,0.879999995,0.821111083
435,0.779999971,0.74000001,0.894444466,0.831111133
436,0.779999971,0.75,0.875555575,0.819999993
437,0.860000014,0.730000019,0.877777755,0.821111083
438,0.839999974,0.74000001,0.891111135,0.826666653
439,0.839999974,0.720000029,0.885555565,0.813333333
440,0.779999971,0.769999981,0.873333335,0.828888893
441,0.769999981,0.790000021,0.858888865,0.834444463
442,0.779999971,0.720000029,0.882222235,0.827777803
443,0.819999993,0.75,0.858888865,0.821111083
444,0.839999974,0.769999981,0.886666656,0.837777793
445,0.829999983,0.75,0.885555565,0.822222233
446,0.860000014,0.74000001,0.893333316,0.832222223
447,0.839999974,0.779999971,0.884444416,0.821111083
448,0.819999993,0.75999999,0.878888905,0.823333323
449,0.850000024,0.75999999,0.875555575,0.835555553
450,0.810000002,0.769999981,0.878888905,0.828888893
451,0.819999993,0.75999999,0.877777755,0.819999993
452,0.779999971,0.800000012,0.887777805,0.832222223
453,0.819999993,0.75999999,0.877777755,0.841111124
454,0.850000024,0.75999999,0.873333335,0.835555553
455,0.810000002,0.769999981,0.868888915,0.838888884
456,0.850000024,0.75999999,0.891111135,0.839999974
457,0.819999993,0.790000021,0.866666675,0.829999983
458,0.769999981,0.769999981,0.853333354,0.842222214
459,0.800000012,0.709999979,0.888888896,0.825555563
460,0.779999971,0.75999999,0.873333335,0.827777803
461,0.850000024,0.75,0.883333325,0.832222223
462,0.810000002,0.75,0.891111135,0.831111133
463,0.870000005,0.75999999,0.894444466,0.829999983
464,0.850000024,0.75,0.895555556,0.836666644
465,0.819999993,0.74000001,0.887777805,0.821111083
466,0.819999993,0.769999981,0.885555565,0.838888884
467,0.860000014,0.769999981,0.886666656,0.826666653
468,0.800000012,0.75999999,0.888888896,0.832222223
469,0.839999974,0.800000012,0.872222245,0.837777793
470,0.839999974,0.779999971,0.894444466,0.837777793
471,0.819999993,0.779999971,0.902222216,0.824444473
472,0.800000012,0.800000012,0.903333306,0.837777793
473,0.790000021,0.769999981,0.894444466,0.835555553
474,0.829999983,0.75,0.884444416,0.828888893
475,0.790000021,0.769999981,0.883333325,0.837777793
476,0.870000005,0.74000001,0.878888905,0.831111133
477,0.810000002,0.720000029,0.895555556,0.837777793
478,0.779999971,0.779999971,0.879999995,0.826666653
479,0.769999981,0.779999971,0.893333316,0.839999974
480,0.889999986,0.769999981,0.883333325,0.837777793
481,0.870000005,0.779999971,0.897777796,0.843333304
482,0.850000024,0.800000012,0.894444466,0.828888893
483,0.790000021,0.779999971,0.881111085,0.826666653
484,0.810000002,0.779999971,0.876666665,0.834444463
485,0.819999993,0.779999971,0.875555575,0.833333313
486,0.850000024,0.790000021,0.899999976,0.831111133
487,0.810000002,0.800000012,0.914444447,0.824444473
488,0.839999974,0.75,0.885555565,0.839999974
489,0.839999974,0.74000001,0.886666656,0.851111114
490,0.810000002,0.800000012,0.899999976,0.833333313
491,0.810000002,0.75999999,0.903333306,0.826666653
492,0.839999974,0.790000021,0.885555565,0.837777793
493,0.829999983,0.75999999,0.892222226,0.833333313
494,0.839999974,0.769999981,0.886666656,0.843333304
495,0.800000012,0.769999981,0.888888896,0.837777793
496,0.910000026,0.75999999,0.898888886,0.844444454
497,0.819999993,0.730000019,0.906666696,0.850000024
498,0.829999983,0.810000002,0.908888876,0.852222204
499,0.790000021,0.800000012,0.897777796,0.848888874
500,0.810000002,0.769999981,0.883333325,0.837777793
501,0.800000012,0.75,0.892222226,0.814444423
502,0.819999993,0.790000021,0.891111135,0.835555553
503,0.819999993,0.800000012,0.905555546,0.853333354
504,0.850000024,0.75999999,0.899999976,0.843333304
505,0.860000014,0.75999999,0.904444456,0.842222214
506,0.879999995,0.800000012,0.906666696,0.834444463
507,0.860000014,0.779999971,0.891111135,0.838888884
508,0.75,0.779999971,0.911111116,0.821111083
509,0.779999971,0.74000001,0.873333335,0.852222204
510,0.889999986,0.779999971,0.888888896,0.837777793
511,0.850000024,0.790000021,0.906666696,0.828888893
512,0.850000024,0.769999981,0.905555546,0.842222214
513,0.850000024,0.769999981,0.891111135,0.833333313
514,0.850000024,0.800000012,0.902222216,0.846666694
515,0.860000014,0.779999971,0.906666696,0.837777793
516,0.860000014,0.769999981,0.870000005,0.831111133
517,0.829999983,0.779999971,0.910000026,0.834444463
518,0.850000024,0.75999999,0.891111135,0.848888874
519,0.850000024,0.769999981,0.906666696,0.856666684
520,0.819999993,0.74000001,0.875555575,0.846666694
521,0.860000014,0.779999971,0.903333306,0.847777784
522,0.899999976,0.779999971,0.881111085,0.835555553
523,0.889999986,0.74000001,0.912222207,0.832222223
524,0.819999993,0.720000029,0.910000026,0.839999974
525,0.829999983,0.790000021,0.895555556,0.821111083
526,0.860000014,0.75,0.894444466,0.836666644
527,0.800000012,0.75,0.899999976,0.841111124
528,0.819999993,0.779999971,0.904444456,0.841111124
529,0.850000024,0.709999979,0.899999976,0.855555534
530,0.860000014,0.769999981,0.912222207,0.844444454
531,0.860000014,0.779999971,0.914444447,0.854444444
532,0.810000002,0.819999993,0.912222207,0.848888874
533,0.850000024,0.800000012,0.906666696,0.850000024
534,0.800000012,0.800000012,0.899999976,0.850000024
535,0.889999986,0.779999971,0.896666646,0.852222204
536,0.829999983,0.709999979,0.893333316,0.848888874
537,0.839999974,0.800000012,0.902222216,0.838888884
538,0.839999974,0.790000021,0.914444447,0.855555534
