cluster_labels,y,X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49
15,0,0.77669949844077,0.7763570442681769,0.7871479334027645,0.7085920579408247,0.7818301607828635,0.7895023667381689,0.7314960204476508,0.7408034924621808,0.7934681689299232,0.7914630539187134,0.5241913168953112,0.1759317503769005,0.4211489163492732,0.3669490165002255,0.5380343661385005,0.3570771268661368,0.35158574343487303,0.21924848021146398,0.4778490500137247,0.2713169792652729,0.698947744806261,0.13724993436708238,0.5221187174892694,0.5453820715507186,0.44791968112799396,0.7978355050401916,0.6973035767553971,0.37201699764920027,0.3496107798116592,0.5475140364985001,0.3641425193498081,0.4784274982544909,0.27290652957689726,0.1522218629074375,0.46703396339724096,0.5436143738206702,0.5319788261168575,0.6643769018626751,0.36917419853568645,0.6601560802517588,0.9622061051151576,0.37208716361627037,0.6463886489277043,0.6582897299612291,0.5509394508822633,0.5037102379364056,0.5764808878776192,0.31666450618159014,0.4301121933239197,0.6335235969136508
18,1,0.5183319319563845,0.22210028900378814,0.2541313211168409,0.6930632727567627,0.49481503430478596,0.26766895459847934,0.6586544743210783,0.6195736265935534,0.3490052971916626,0.3101258733085155,0.5428724029138802,0.048070264712579136,0.4130711818293253,0.6661459031242218,0.27712889570834626,0.5455763348711616,0.37825477696335635,0.4880807455691193,0.46054573990309033,0.45210489013305927,0.5951465773309284,0.4108877713207312,0.5199519062409043,0.40801224806885306,0.7201958037871181,0.24602509716675214,0.26666186687493765,0.7126821401410519,0.4688586393993917,0.5525780506563079,0.4925278897452653,0.19698889884087611,0.43920966757064805,0.5738096792895588,0.18717307375118875,0.7255644566505669,0.619501314256413,0.5702853894570581,0.5319221293860086,0.34065210844478444,0.30070853321103275,0.1796985478352524,0.24279004874653726,0.4656209059298924,0.6115223815001066,0.6403725723594142,0.6427995087968363,0.638817093287495,0.6236594934808593,0.5086306893742885
0,1,0.22675077528009652,0.16036435946299898,0.15983611180689006,0.32584495355445803,0.21670281406211533,0.15909078916950242,0.3015137516747597,0.27621912743907784,0.17336480792414516,0.16611720181165318,0.7318065641884062,0.4773714079144035,0.4006813700683235,0.8422629275656209,0.584771809004409,0.41022995947736846,0.3426107261315799,0.5264640069100247,0.5066685958264189,0.39759318193873383,0.5017759406814781,0.677841944572544,0.4867861850907127,0.12890233609851215,0.33688377178890605,0.41929097195351395,0.5848922194618573,0.1148083090223565,0.29458154649664336,0.33691744816963326,0.4479881154465928,0.5472831422461568,0.780144493170265,0.5748745057805988,0.5318849991041488,0.7160172757848644,0.8662861968104298,0.6465457751866179,0.7395516596348781,0.3115402329135807,0.35373210434675784,0.5000723402141227,0.6431214461065415,0.271647898408377,0.5751372939195629,0.19337418958566766,0.5822962248612442,0.13062408027680183,0.24563109069340505,0.600032662986349
20,1,0.5284711244475646,0.5931171971160023,0.5893004943477809,0.47704056451938015,0.5344548068747786,0.5857180444294817,0.49119125890305115,0.49637029002698807,0.5683698566731745,0.5763156631185026,0.6445645645102756,0.42751689516448077,0.7224106933701873,0.5752107149870415,0.5159836285950844,0.47699622014474774,0.33114069095282184,0.3536299241687669,0.0939811386455629,0.4366965396105642,0.2740200657391977,0.43387472923842374,0.8190630258117295,0.462542596825886,0.9255895281667084,0.5132902495488425,0.6853233132614504,0.4279024148369396,0.42400969607452577,0.5063290245786335,0.6775489139195807,0.5296345197034052,0.5832704809738378,0.1950807267759775,0.6108040377265949,0.5686443263760501,0.5626179883576937,0.5948874376350991,0.6161041258480089,0.6657739981251736,0.4380156890728583,0.2824505858010614,0.715407331716656,0.3522139069247956,0.4133779544315433,0.47869128853379583,0.32258197119904575,0.6040115020810007,0.4187236155894636,0.43635077168758374
7,1,0.18743054121867497,0.2796340814701451,0.26191029512210795,0.19717999091804805,0.18956090204034226,0.2531513016059108,0.1911279688790744,0.1831686840936112,0.22344344296602092,0.23703367784832902,0.41860121141543577,0.433063654965797,0.6698552054010506,0.38569315174086893,0.6086647479192908,0.5729415967750556,0.19067352431048162,0.6866102074673628,0.37983237576809953,0.3663463191901959,0.23355347121200493,0.49778704085877573,0.6035111593835081,0.29731255734288486,0.5533115540627358,0.6198306711130094,0.5331998871542174,0.5203903217323588,0.34282759628771664,0.24039809433666864,0.38934996790709453,0.3940916422436642,0.4649418303993873,0.546178384883339,0.5735659788395571,0.46939410216925026,0.5815227100042782,0.42096207655890383,0.4042688624811566,0.5019717300638119,0.5040941918795862,0.44469336807662513,0.5728888579688796,0.4484492701950294,0.38068188290026717,0.14594548485711523,0.49877755192525114,0.37805634263037147,0.41166660484779816,0.5084071085277498
26,0,0.26733534841309203,0.5544345526885492,0.5197437539640408,0.1378624926554618,0.2867163211574624,0.5025963678858247,0.16323868259046692,0.18277734386236855,0.42065054389659895,0.45907301788422805,0.7309527717987592,0.5934640673890957,0.7923387922474041,0.6018008328461409,0.5248607316581381,0.5987526287317888,0.20608901881573646,0.7346200469559425,0.286842007499837,0.4475596725945761,0.4516420167573151,0.4131142748141796,0.128604690110998,0.5757600701825726,0.5627376683968783,0.4673868173029735,0.6534952814069671,0.807674013834929,0.45226429136254626,0.5010874335852119,0.7397852983282244,0.6133060067117463,0.5242087155348505,0.6650390444993053,0.34485972143850735,0.9357435956139002,0.6925711461124706,0.30122286247308183,0.6774198835900707,0.32134255647710747,0.4678667566409711,0.661610113591208,0.6668735565959933,0.5796635091009805,0.715946558726383,0.435051598002389,0.6979168693301603,0.64074500577074,0.7838166034657006,0.2816856682069052
15,0,0.6620387923007482,0.7112989971306964,0.7133829904109568,0.5894887219869962,0.6691545110732019,0.7120564537360556,0.6109446661911807,0.6207203281569147,0.7008117506544486,0.7059474272485868,0.5903196464543017,0.624665365328219,0.7067515446738534,0.5168649180292276,0.6589658597027122,0.9509784242839512,0.6317194233113081,0.6415672157116292,0.37653924558270213,0.5174649921129668,0.5082583276366813,0.547813659817648,0.3830656595194213,0.47335106834645324,0.7143353865263856,0.49694659416612896,0.4666824525929111,0.32419042779639096,0.4163932311215707,0.5361596215446451,0.7774911991087199,0.5220596877083273,0.6209593867095614,0.40927004467718275,0.4484057921281198,0.6396349591424251,0.5453912372717838,0.38774247699028785,0.8020852556029443,0.42069432579883437,0.3887810178056982,0.2984126746294141,0.7633500588116326,0.6459851048890676,0.5332954326105628,0.5429262166966804,0.5799456772806696,0.5552178576283535,0.5163959783055385,0.2400652609210882
12,0,0.6638795939754886,0.5261788631436262,0.5470608802744907,0.706866031828856,0.6558372079063486,0.5546873298458171,0.7036661557967769,0.6908504332833896,0.5946687744216781,0.5755040793995273,0.6164040717075727,0.3233073197628189,0.4792208413953649,0.38413956862305265,0.33300761379433197,0.3209827636490166,0.36112398155215014,0.42501858496628175,0.5481220217919397,0.2317462100242763,0.4766215897625089,0.5116481425446081,0.3463163287866113,0.16543869510055276,0.710905611004953,0.6150525943402483,0.6746552301935076,0.6246743449004798,0.28026838400306353,0.23608607712662724,0.7586999263552334,0.3366693614845937,0.6380112541193932,0.693102520860107,0.8398103049386072,0.5497460553822449,0.39211920226709923,0.4972477351620886,0.5847797676893124,0.4555280349344011,0.7652876865562488,0.5049166548367916,0.3979261161515591,0.603821833837241,0.4274828822098397,0.7962746560986402,0.3665999966712397,0.4636623549388524,0.6260780889359697,0.25725848635831994
8,1,0.1777032016050515,0.35931556874484427,0.3322941862205844,0.13422699543257122,0.186917857931801,0.31916169526739346,0.13934916734546604,0.14176473382757038,0.2648352178505322,0.2900973753189621,0.625395395228069,0.7215128789518762,0.501147208840993,0.5755644224819194,0.5473876939150751,0.6520866573150701,0.29791426206132804,0.6777980267323185,0.2833023654996216,0.40278769367819967,0.6407335985726721,0.6784195813903573,0.4400958715704803,0.3335608103405626,0.37564838140712453,0.47585823671156446,0.3676698480688778,0.6142429505749963,0.39391723574481524,0.6123277704570802,0.42022755806978307,0.5187387321956185,0.42817205983312273,0.4145387111655587,0.46091857085988863,0.6487822127152646,0.39713702796618633,0.45081304783112663,0.5821330485157635,0.4348664618131319,0.23086231922913691,0.7057270450122513,0.591177353146328,0.5111539489738401,0.6000469565594231,0.29339024377805223,0.5124352701247926,0.4986667690947456,0.4734501739161223,0.6943278144006436
21,1,0.6213085294050497,0.354572080699764,0.38700313520544405,0.7541032190993435,0.6020249521645987,0.40030675554274786,0.730815167326584,0.7002893364093279,0.4750224426664783,0.43934950684937524,0.38276693416738816,0.6014239455000121,0.5756691030928276,0.3030282238161769,0.4668403907059903,0.24156144512515948,0.6389350473150166,0.5871045227739143,0.38514515671018024,0.24573743723024857,0.4401224698874178,0.4357232078715367,0.5336989796293922,0.3314652568238965,0.36617645475441357,0.2936923597750397,0.7179973327258082,0.47252996675014597,0.37036902780591907,0.5794414683256112,0.3913664905557165,0.35903283986600965,0.7404630754959055,0.8161855866321852,0.4627566763661101,0.6567070277951902,0.6796133731095073,0.4657436401489341,0.6165531463611919,0.5989573859188813,0.5281662877203386,0.4486652190605931,0.485320831480272,0.44720364374935107,0.4432358744384885,0.4129063907308862,0.5707577673724135,0.4497851835032065,0.5253425705293719,0.4706039289536825
16,0,0.8788953043924796,0.8742338573526334,0.8887814677695918,0.7900080086752208,0.885499794794878,0.8925158665258048,0.8194905366515917,0.833221002288766,0.8991188416169404,0.895931143751288,0.38996450310700215,0.4925420516465655,0.6690804255063236,0.619225033311023,0.5272084308537195,0.32478617914339003,0.29215187047181324,0.3357792540146656,0.2535308166036748,0.44583311261205344,0.651253401986282,0.14913019372778102,0.4762594291642029,0.8642888258720178,0.71869809023485,0.40946872917892196,0.5989810628849088,0.2556826991400657,0.3405368264371321,0.5704679557120639,0.8801360579938114,0.6941214366316688,0.5698810560955033,0.433319922706839,0.4047847741854402,0.2528838271738062,0.8322947594055329,0.508851661000319,0.7365303305385488,0.4207257641121114,0.6431638786031217,0.2378179627624339,0.25269440081581596,0.519973530246838,0.5595075800089251,0.7919482180371036,0.37314133059605614,0.2326387038820098,0.43339391434025015,0.1320660578420756
23,1,0.4427255400367517,0.7522116684241081,0.7210159454734695,0.25911629420571214,0.4670624668514594,0.7047837516463923,0.29972700254702034,0.33045973773196435,0.6191807680969964,0.659448798446643,0.6681030837505433,0.3097528573388019,0.5227389783980825,0.48135090551345805,0.36213171233970565,0.5879806678415717,0.5926731776648912,0.4651250871371536,0.15919222901761654,0.5164573541756641,0.5884196538464705,0.6851789717111088,0.6248528903480741,0.5379516781481675,0.5681803267134454,0.5506439601042195,0.24449681576169408,0.7294483260685438,0.5905076885434661,0.35428671466773015,0.48188731362505166,0.38920022092569806,0.7987167927372981,0.5397399960400742,0.5209270431171872,0.5069867563607565,0.6361193841262898,0.7913287363455612,0.2809171436814946,0.47841595727770025,0.5321369656512065,0.3421255125264741,0.6643141465681903,0.3430959218709261,0.316889910840234,0.8399960242746726,0.5770474065738952,0.4931796412278058,0.3745167081787908,0.4884973467874033
16,0,0.9251252202806287,0.867937499079187,0.8892505109357268,0.8582034169395886,0.9282880694480864,0.8960277401492764,0.8839608293489214,0.8935544606470038,0.9176736241831243,0.9073811053920675,0.5587880444638128,0.5781233102660414,0.6984024648547194,0.4535276227446418,0.3995724160778315,0.5820000847918778,0.3380749407563432,0.27556465237410577,0.41729118499890133,0.4419386495779174,0.27074243541048015,0.6146310371312884,0.7257896633165869,0.2211075372261309,0.24995938846925092,0.21707406579995991,0.6441945387614142,0.710584979845346,0.5432509181569227,0.6035188459087873,0.6558338350781634,0.7773019688607565,0.5983688580066885,0.350150627841863,0.8033319402651198,0.45658738984822306,0.5794341512472757,0.4496191257891301,0.5723928488602831,0.45258503882562634,0.44734078813881334,0.5231457513555288,0.5355682675545428,0.7110262634333204,0.41391040958284975,0.760152686645337,0.49335350122157984,0.616147098720767,0.5399587125338028,0.5949406814841681
19,0,0.6474311108498615,0.3622006069410971,0.39733820000535575,0.7856993125046721,0.627111772368746,0.4118232733231938,0.7617883448854793,0.7302823081624467,0.49197322563045043,0.45373796154927504,0.3836061840379299,0.3699160192871195,0.3319409906863853,0.5866096086157521,0.4833660574615115,0.482231033130723,0.5064445331646533,0.4391300690131495,0.3731920709280032,0.3005554485461611,0.3315384063161053,0.36794587849040217,0.6099278951666978,0.6527332439870362,0.5107037861293368,0.16089104964742185,0.9428718009576953,0.8977258342925167,0.45265287334492804,0.3596006323933747,0.85043047099275,0.49005324428798713,0.8065839976951789,0.48635541065541144,0.7151000730219179,0.5903155815727141,0.6115625976396508,0.6348550374556894,0.6014636245285402,0.39190683939484855,0.40796983017393307,0.4285492329944834,0.37096959930993884,0.49025921906152437,0.4220166374309223,0.4790017096691153,0.7784825540977398,0.6096743826398096,0.5582487139222236,0.39756973743382595
9,1,0.7749258943276535,0.4825409475497923,0.5225504500483613,0.8883595533359483,0.7563024006066444,0.5388371614764779,0.8724291138110329,0.8462193007610077,0.6227528690792289,0.5828120328627832,0.3484005840519223,0.542768864179002,0.37959960000506343,0.5867868312824781,0.7347334755615662,0.5411941690649009,0.25851895902037936,0.45968730458486795,0.4430594540956078,0.42048670363048635,0.6148447308574423,0.7089768367228632,0.5923447305821861,0.21325005448919718,0.48376907639771183,0.7359061549151372,0.5458786096728552,0.15222322623306805,0.3334049050915825,0.8939601282419125,0.36641592739282075,0.43884328485640256,0.704914290506935,0.5114271168579294,0.378024201682607,0.5011547846943814,0.8246376059113145,0.37981424325968527,0.4783840288649548,0.3167707679849616,0.4808316420138526,0.39406685575995154,0.3650520379275065,0.3951655032317629,0.4429260643301185,0.6274399850961488,0.5414043209381988,0.5242033482011609,0.2298310425061233,0.5640164128014633
23,0,0.4404349804502456,0.6309768387613529,0.61165358885483,0.33112659056569105,0.4550739481295351,0.6010642133269801,0.35580940834920116,0.37200182410147276,0.5479974521355672,0.572830492161724,0.49110709414560627,0.426138025756128,0.6087143385083803,0.5376822846217549,0.4502855632177613,0.5130921042874201,0.49237154864594573,0.07478923891202821,0.46268370108920276,0.5393206681063651,0.6083770110207074,0.5859552932023125,0.7022155378600784,0.5767652970119915,0.7609524904540897,0.6235474861863484,0.6441807215600424,0.3157700099872126,0.6037149472607927,0.23291031236387946,0.4752367621137228,0.7823266159999048,0.69309811668873,0.4571796927293297,0.314819608178518,0.14433766941953102,0.6671419443685592,0.5171519840511555,0.38782756770622007,0.5829020933247858,0.3880713291342085,0.33721237101642776,0.5857995928831281,0.4586440999004833,0.617522121940936,0.25498516088375955,0.4825887163317847,0.2028142740247259,0.3099065922003268,0.5915697297019126
18,0,0.5284513080510979,0.3142426698754482,0.33837850544819936,0.6499840032364159,0.5117779482320097,0.3481149310804524,0.6271600908842706,0.5985158121136651,0.4071324276752455,0.37884995399272264,0.4137710818431517,0.0605554765300943,0.4919969320789302,0.3254221054566453,0.4924180961927738,0.6565099537579608,0.24430849425524925,0.7036934688519422,0.7136240202556143,0.3288698102047617,0.6300547511098454,0.6352772430125848,0.7529604076759039,0.39452972089359734,0.6987973683004624,0.5646744495180475,0.7150426491295678,0.5107467509205869,0.43733376669519347,0.5447974612833493,0.33400201056541734,0.44340387571148804,0.6656668929249377,0.589563317778305,0.5943003135876296,0.5593927195093547,0.5949316015983633,0.717261650673313,0.4951790372463245,0.4297022462695683,0.41686620834561927,0.5303593660938829,0.4468335084820745,0.2769216002069468,0.7105733844881066,0.4499992992549318,0.4744452040056299,0.595800148662872,0.2681963104381093,0.48050198785845066
8,0,0.26478585984554814,0.33572566635808265,0.3226635403168259,0.2699744820690793,0.2665733178579081,0.3157928417748662,0.26651342660701327,0.25970988362438024,0.2929990056638034,0.3033600765681437,0.33080523114936944,0.5226138837833915,0.6712267575746103,0.3825120579265948,0.5545151326560059,0.6760351754658221,0.3325943961813103,0.4984580693894333,0.5675153993062765,0.5438745936165152,0.37001521642225765,0.6815446422066826,0.5818378734418775,0.39344175500791095,0.5101407581748015,0.4221639332959166,0.5250750851877861,0.49018191667371025,0.41066471493471146,0.5307564716801335,0.4340624960586416,0.3141988289522203,0.4672869906024261,0.4336663141995798,0.6098263936786619,0.6452932230965595,0.44356883650443446,0.7324654374940276,0.39264005573229166,0.5877839784759152,0.5654194482369971,0.7459919390045132,0.6668468328606858,0.5405079466014167,0.4921321906365066,0.6387818373734686,0.14161209721934243,0.6000233828243492,0.5148545551780267,0.33147857984865314
12,0,0.6701814459569346,0.4787422713801441,0.5052163976880302,0.7450519828853968,0.6578859178258598,0.5154821511304736,0.7351689081309356,0.7161393996842209,0.5702694167336209,0.5440838451642436,0.7087057630636797,0.4041925502111515,0.5689882243377271,0.31291776446304764,0.3359927196557183,0.5640502325714014,0.65633642715677,0.34744421598976755,0.49299637132679364,0.6181184265695231,0.5246236927789986,0.6527304276765593,0.7610302961767408,0.5111009926055772,0.6962140782106586,0.46536965427337995,0.6048911736945418,0.5572872668638497,0.5773645208147619,0.5988665515829067,0.599220000710485,0.4393985172212157,0.4276076295740583,0.6189894004532082,0.5215584724474865,0.7927200238895971,0.6455104808867564,0.5602961386177404,0.2570285867891978,0.5001210423401742,0.37146626534631944,0.0,0.4606044831676263,0.6576067669765494,0.5835611632497364,0.6898327343821526,0.6019277154131784,0.105656293619732,0.8316362134969093,0.39204058676702624
8,1,0.16454382810904722,0.3776426399104934,0.3470263335858468,0.10455648750433127,0.1760778963415902,0.3322448626108929,0.11293277793581702,0.11853246567705489,0.26911178968860244,0.29854295043603674,0.6125246355473654,0.23544804337656675,0.8558725552511844,0.4519486324457152,0.3531649786468052,0.24488391606212978,0.2616374300462459,0.472455639744889,0.44701192694437936,0.5412472193021011,0.6001651089653351,0.46682841435074507,0.5587180054952887,0.22704212063306053,0.29780563262028625,0.5421297745570695,0.6686452970783383,0.3965716714559168,0.46169778817606455,0.6107803162449963,0.6311524564334341,0.47034525983359077,0.36425611711157735,0.19683926295104426,0.30309693880226496,0.5843944358274026,0.7133286303725744,0.48338451031889973,0.43335163776496344,0.25769522901067776,0.5200846279779302,0.4298744021062506,0.44183420380310967,0.6398753081370404,0.5901919343348893,0.6328436203632197,0.5919325472353121,0.9190567069962304,0.12125011611908959,0.27505385697040585
